09:30:00,6083.600, 14, 6084.800, 1, 6088.400, 2
09:30:00,6084.800, 18, 6084.800, 1, 6086.000, 2
09:30:01,6084.800, 20, 6084.800, 2, 6085.800, 1
09:30:01,6085.200, 23, 6080.200, 1, 6085.800, 1
09:30:02,6084.000, 26, 6081.600, 1, 6085.400, 1
09:30:02,6085.400, 28, 6083.000, 1, 6085.200, 1
09:30:03,6085.600, 31, 6083.200, 1, 6085.600, 1
09:30:03,6083.200, 32, 6083.000, 1, 6084.000, 1
09:30:04,6083.800, 35, 6083.400, 1, 6085.800, 1
09:30:04,6083.800, 35, 6084.200, 1, 6088.200, 2
09:30:05,6083.800, 35, 6085.200, 2, 6087.600, 1
09:30:05,6083.800, 35, 6085.800, 2, 6087.600, 1
09:30:06,6088.200, 38, 6086.200, 2, 6089.200, 1
09:30:06,6088.200, 38, 6086.800, 1, 6089.000, 2
09:30:07,6087.000, 39, 6086.400, 1, 6088.800, 2
09:30:07,6087.000, 39, 6086.400, 1, 6088.600, 2
09:30:08,6086.000, 41, 6085.800, 1, 6088.400, 2
09:30:08,6086.000, 41, 6086.000, 1, 6088.200, 3
09:30:09,6086.000, 41, 6086.200, 2, 6088.200, 1
09:30:09,6086.000, 41, 6087.400, 1, 6088.200, 1
09:30:10,6088.600, 42, 6085.800, 1, 6088.800, 2
09:30:10,6089.000, 45, 6087.600, 1, 6090.600, 1
09:30:11,6090.600, 47, 6088.000, 2, 6095.600, 1
09:30:11,6090.600, 47, 6090.200, 2, 6091.800, 1
09:30:12,6094.000, 51, 6090.400, 2, 6094.800, 1
09:30:12,6094.000, 51, 6094.800, 1, 6095.600, 1
09:30:13,6094.000, 52, 6091.800, 2, 6094.800, 2
09:30:13,6092.400, 54, 6092.400, 1, 6094.600, 1
09:30:14,6092.400, 54, 6092.600, 3, 6094.600, 1
09:30:14,6092.600, 56, 6092.600, 2, 6095.600, 1
09:30:15,6092.600, 58, 6093.000, 2, 6094.800, 1
