,Time,LastPrice,Volume,Bid1Price,Bid1Volume,Ask1Price,Ask1Volume,Spread,Depth Ratio,OBl,PredAvgPrice,TradedLSTM,TradedML
399,5/16/2023 9:33,6081.6,276,6080.6,2,6082,1,1.4,2,0.333333333,6081.1616,1,0
400,5/16/2023 9:33,6081.6,276,6080.8,1,6081,1,0.2,1,0,6081.234,1,0
401,5/16/2023 9:33,6081.2,277,6080.6,1,6081.8,1,1.2,1,0,6081.3,1,0
402,5/16/2023 9:33,6081.2,277,6080.8,1,6082,1,1.2,1,0,6081.333,1,0
403,5/16/2023 9:33,6081.2,277,6080.2,1,6081.8,3,1.6,0.333333333,-0.5,6081.3535,1,0
404,5/16/2023 9:33,6081.2,277,6080.2,1,6081.8,3,1.6,0.333333333,-0.5,6081.3643,1,0
405,5/16/2023 9:33,6081.2,277,6080.4,1,6081.2,1,0.8,1,0,6081.366,0,1
406,5/16/2023 9:33,6081.2,277,6080,1,6081.6,1,1.6,1,0,6081.363,0,1
407,5/16/2023 9:33,6081.2,277,6080,1,6081.2,2,1.2,0.5,-0.333333333,6081.3545,0,1
408,5/16/2023 9:33,6081.2,277,6080,1,6081.6,2,1.6,0.5,-0.333333333,6081.342,0,1
409,5/16/2023 9:33,6081.2,277,6080.2,1,6081.6,2,1.4,0.5,-0.333333333,6081.3276,0,1
410,5/16/2023 9:33,6081.2,277,6080.4,2,6081.6,2,1.2,1,0,6081.3115,0,1
411,5/16/2023 9:33,6081.2,277,6080.4,1,6081.6,1,1.2,1,0,6081.295,0,1
412,5/16/2023 9:33,6081.2,277,6080.2,1,6081.6,1,1.4,1,0,6081.278,0,1
413,5/16/2023 9:33,6081.6,278,6080.6,1,6082,1,1.4,1,0,6081.2607,1,0
414,5/16/2023 9:33,6081.6,278,6080.8,1,6081.8,1,1,1,0,6081.2705,1,0
415,5/16/2023 9:33,6081.6,278,6081,1,6082,1,1,1,0,6081.285,1,0
416,5/16/2023 9:33,6081.6,278,6080.2,1,6081.8,3,1.6,0.333333333,-0.5,6081.303,1,0
417,5/16/2023 9:33,6081.6,278,6080.2,1,6081.8,2,1.6,0.5,-0.333333333,6081.325,1,0
418,5/16/2023 9:33,6081.6,278,6080.2,1,6081.8,2,1.6,0.5,-0.333333333,6081.3467,1,0
419,5/16/2023 9:33,6081.6,278,6080.2,1,6081.2,1,1,1,0,6081.369,1,0
420,5/16/2023 9:33,6081.6,278,6080,1,6081,1,1,1,0,6081.3916,1,0
421,5/16/2023 9:33,6081.6,278,6080.2,1,6081,1,0.8,1,0,6081.4126,1,0
422,5/16/2023 9:33,6081.6,278,6080,1,6080.2,1,0.2,1,0,6081.432,1,0
423,5/16/2023 9:33,6080.4,279,6081.6,1,6081.8,2,0.2,0.5,-0.333333333,6081.45,0,1
424,5/16/2023 9:33,6081.6,281,6079.4,1,6081.2,1,1.8,1,0,6081.3896,1,0
425,5/16/2023 9:33,6080,282,6081,1,6081.8,2,0.8,0.5,-0.333333333,6081.3916,0,1
426,5/16/2023 9:33,6081,283,6079.8,1,6081.8,3,2,0.333333333,-0.5,6081.2935,0,0
427,5/16/2023 9:33,6081,283,6080.2,2,6081.6,1,1.4,2,0.333333333,6081.2446,0,0
428,5/16/2023 9:33,6081,283,6079.8,1,6081.8,2,2,0.5,-0.333333333,6081.197,0,0
429,5/16/2023 9:33,6081,283,6080,3,6081.6,1,1.6,3,0.5,6081.1533,0,0
430,5/16/2023 9:33,6081,283,6080,1,6081.4,1,1.4,1,0,6081.1123,0,0
431,5/16/2023 9:33,6081,283,6079.6,6,6081.4,1,1.8,6,0.714285714,6081.077,0,0
432,5/16/2023 9:33,6079.8,286,6079.8,1,6081.4,1,1.6,1,0,6081.045,0,1
433,5/16/2023 9:33,6079.8,286,6079.6,4,6081.4,1,1.8,4,0.6,6080.941,0,1
434,5/16/2023 9:33,6081.4,287,6079.8,3,6081.6,1,1.8,3,0.5,6080.827,0,0
435,5/16/2023 9:33,6080,288,6080,1,6081.6,1,1.6,1,0,6080.81,0,1
436,5/16/2023 9:33,6080,288,6080,3,6081.6,1,1.6,3,0.5,6080.7197,0,1
437,5/16/2023 9:33,6080,288,6080,3,6081.6,1,1.6,3,0.5,6080.63,0,1
438,5/16/2023 9:33,6080,289,6080.2,1,6081.4,1,1.2,1,0,6080.54,0,1
439,5/16/2023 9:33,6080,289,6080,2,6081.2,1,1.2,2,0.333333333,6080.453,0,1
440,5/16/2023 9:33,6080,291,6079.8,3,6081.2,1,1.4,3,0.5,6080.371,0,1
441,5/16/2023 9:33,6080,291,6079.8,2,6081,1,1.2,2,0.333333333,6080.2944,0,1
442,5/16/2023 9:33,6081.2,292,6079.8,2,6081.6,1,1.8,2,0.333333333,6080.224,1,0
443,5/16/2023 9:33,6081.2,292,6080,2,6081.2,1,1.2,2,0.333333333,6080.2383,1,0
444,5/16/2023 9:33,6081.2,292,6079.8,2,6081.2,1,1.4,2,0.333333333,6080.272,1,0
445,5/16/2023 9:33,6081.2,292,6080,1,6081.2,2,1.2,0.5,-0.333333333,6080.322,1,0
446,5/16/2023 9:33,6081.2,292,6079.8,2,6081.2,2,1.4,1,0,6080.3833,1,0
447,5/16/2023 9:33,6081.2,292,6080,1,6081.2,2,1.2,0.5,-0.333333333,6080.4507,1,0
448,5/16/2023 9:33,6081.2,292,6080,1,6081.2,2,1.2,0.5,-0.333333333,6080.521,1,0
449,5/16/2023 9:33,6081.2,292,6079.6,4,6081.2,2,1.6,2,0.333333333,6080.592,1,0
450,5/16/2023 9:33,6081.2,292,6079.8,3,6081.2,2,1.4,1.5,0.2,6080.661,1,1
451,5/16/2023 9:33,6081.2,292,6080,1,6081.2,2,1.2,0.5,-0.333333333,6080.727,1,1
452,5/16/2023 9:33,6081.2,292,6079.8,2,6081.2,2,1.4,1,0,6080.789,1,1
453,5/16/2023 9:33,6081.2,292,6080.2,1,6081.2,2,1,0.5,-0.333333333,6080.846,1,1
454,5/16/2023 9:33,6081.2,292,6080.2,1,6081.2,2,1,0.5,-0.333333333,6080.8984,1,1
455,5/16/2023 9:34,6081.2,292,6080.2,1,6081.2,2,1,0.5,-0.333333333,6080.9453,1,1
456,5/16/2023 9:34,6080.4,295,6080.2,1,6082,1,1.8,1,0,6080.9854,0,1
457,5/16/2023 9:34,6080.4,295,6080.4,3,6082,1,1.6,3,0.5,6080.971,0,1
458,5/16/2023 9:34,6082,296,6080.8,3,6082.2,1,1.4,3,0.5,6080.9424,1,0
459,5/16/2023 9:34,6082.2,297,6081.4,1,6083,1,1.6,1,0,6081.005,1,0
460,5/16/2023 9:34,6082.2,297,6081.6,3,6083,1,1.4,3,0.5,6081.0903,1,0
461,5/16/2023 9:34,6082.2,297,6081.6,1,6083,1,1.4,1,0,6081.1865,1,0
462,5/16/2023 9:34,6082.2,297,6081.6,1,6083,1,1.4,1,0,6081.288,1,0
463,5/16/2023 9:34,6082.2,297,6081.6,1,6082.8,1,1.2,1,0,6081.3906,1,0
464,5/16/2023 9:34,6081.6,298,6081.4,1,6082,2,0.6,0.5,-0.333333333,6081.491,1,0
465,5/16/2023 9:34,6081.6,298,6080.4,1,6082.6,2,2.2,0.5,-0.333333333,6081.549,1,0
466,5/16/2023 9:34,6081.6,298,6080.6,6,6082.2,1,1.6,6,0.714285714,6081.5938,1,0
467,5/16/2023 9:34,6081.6,298,6081.4,1,6082.2,1,0.8,1,0,6081.6265,1,0
468,5/16/2023 9:34,6081.4,299,6080.8,2,6082,1,1.2,2,0.333333333,6081.6494,1,0
469,5/16/2023 9:34,6080.8,300,6080.6,2,6082,1,1.4,2,0.333333333,6081.652,0,1
470,5/16/2023 9:34,6080.8,300,6080,1,6082,1,2,1,0,6081.607,0,1
471,5/16/2023 9:34,6080.8,300,6080.4,1,6081.8,1,1.4,1,0,6081.55,0,1
472,5/16/2023 9:34,6080.8,300,6080.2,3,6081.8,1,1.6,3,0.5,6081.482,0,1
473,5/16/2023 9:34,6080.8,300,6080.6,1,6082.6,2,2,0.5,-0.333333333,6081.409,0,1
474,5/16/2023 9:34,6080.8,300,6081,2,6082.4,1,1.4,2,0.333333333,6081.3345,0,1
475,5/16/2023 9:34,6080.8,300,6081.2,2,6082.4,1,1.2,2,0.333333333,6081.2603,0,1
476,5/16/2023 9:34,6080.8,300,6081,1,6083,3,2,0.333333333,-0.5,6081.1885,0,1
477,5/16/2023 9:34,6080.8,300,6081.2,1,6082.8,3,1.6,0.333333333,-0.5,6081.12,0,1
478,5/16/2023 9:34,6082.8,301,6081.4,4,6083,3,1.6,1.333333333,0.142857143,6081.0576,1,0
479,5/16/2023 9:34,6082.8,301,6081.6,2,6083,3,1.4,0.666666667,-0.2,6081.127,1,0
480,5/16/2023 9:34,6082.8,301,6081.8,1,6083,3,1.2,0.333333333,-0.5,6081.2236,1,0
481,5/16/2023 9:34,6082.8,301,6081.6,2,6083,3,1.4,0.666666667,-0.2,6081.342,1,0
482,5/16/2023 9:34,6082.8,301,6081.2,3,6081.6,6,0.4,0.5,-0.333333333,6081.472,1,0
483,5/16/2023 9:34,6081.8,303,6081.2,2,6081.6,4,0.4,0.5,-0.333333333,6081.6084,1,1
484,5/16/2023 9:34,6081.8,303,6081.2,2,6081.6,4,0.4,0.5,-0.333333333,6081.681,1,1
485,5/16/2023 9:34,6081.6,307,6081.6,1,6082.8,1,1.2,1,0,6081.7397,1,1
486,5/16/2023 9:34,6081.6,307,6080.6,1,6082.4,1,1.8,1,0,6081.772,1,1
487,5/16/2023 9:34,6081.6,307,6081.6,1,6082.6,2,1,0.5,-0.333333333,6081.789,1,1
488,5/16/2023 9:34,6081.6,307,6081.6,1,6082.8,1,1.2,1,0,6081.795,0,1
489,5/16/2023 9:34,6082.8,308,6082,2,6083,3,1,0.666666667,-0.2,6081.7925,1,1
490,5/16/2023 9:34,6083,311,6082.4,1,6084.4,1,2,1,0,6081.8604,1,0
491,5/16/2023 9:34,6082.6,313,6082.6,1,6084.2,1,1.6,1,0,6081.9487,1,1
492,5/16/2023 9:34,6082.6,313,6082.8,4,6084.6,1,1.8,4,0.6,6082.0205,1,1
493,5/16/2023 9:34,6082.6,313,6083,1,6084.6,1,1.6,1,0,6082.0913,1,0
494,5/16/2023 9:34,6083,315,6083.2,1,6084.6,1,1.4,1,0,6082.158,1,0
495,5/16/2023 9:34,6083,315,6083.4,1,6084.4,1,1,1,0,6082.247,1,0
496,5/16/2023 9:34,6083,316,6083,1,6084.4,1,1.4,1,0,6082.335,1,0
497,5/16/2023 9:34,6083,316,6083,1,6084.2,1,1.2,1,0,6082.4194,1,0
498,5/16/2023 9:34,6082.8,318,6082.2,2,6084.4,1,2.2,2,0.333333333,6082.5,1,0
499,5/16/2023 9:34,6083.8,319,6082.4,2,6084,3,1.6,0.666666667,-0.2,6082.5625,1,0
500,5/16/2023 9:34,6082.4,321,6082.2,2,6083.8,1,1.6,2,0.333333333,6082.6807,1,0
501,5/16/2023 9:34,6082.4,321,6082,1,6083.4,1,1.4,1,0,6082.711,1,0
502,5/16/2023 9:34,6082.4,321,6082,1,6083.2,2,1.2,0.5,-0.333333333,6082.727,1,0
503,5/16/2023 9:34,6082.4,321,6082,1,6083.2,1,1.2,1,0,6082.7275,0,0
504,5/16/2023 9:34,6081.6,323,6080.8,1,6083.2,1,2.4,1,0,6082.7183,0,0
505,5/16/2023 9:34,6081.6,323,6081.4,1,6083,1,1.6,1,0,6082.65,0,0
506,5/16/2023 9:34,6081.6,323,6081.4,1,6083.6,2,2.2,0.5,-0.333333333,6082.5674,0,0
507,5/16/2023 9:34,6081.6,323,6081,3,6081.4,3,0.4,1,0,6082.475,0,0
508,5/16/2023 9:34,6081.4,326,6081.4,2,6083,1,1.6,2,0.333333333,6082.377,0,0
509,5/16/2023 9:34,6081.4,326,6081,2,6082.4,3,1.4,0.666666667,-0.2,6082.2666,0,0
510,5/16/2023 9:34,6081.4,326,6081,2,6082.2,1,1.2,2,0.333333333,6082.1553,0,0
511,5/16/2023 9:34,6081.4,326,6081,2,6082.4,2,1.4,1,0,6082.0474,0,0
512,5/16/2023 9:34,6081.4,326,6081,3,6082.4,2,1.4,1.5,0.2,6081.9434,0,0
513,5/16/2023 9:34,6081.4,326,6081,3,6082.2,1,1.2,3,0.5,6081.8467,0,0
514,5/16/2023 9:34,6081.4,326,6081,3,6082.8,3,1.8,1,0,6081.7573,0,0
515,5/16/2023 9:34,6081.4,326,6081.2,1,6082.6,3,1.4,0.333333333,-0.5,6081.677,0,0
516,5/16/2023 9:34,6081.4,326,6081,3,6082.4,1,1.4,3,0.5,6081.605,0,0
517,5/16/2023 9:34,6081.4,326,6081.2,1,6082.4,1,1.2,1,0,6081.541,0,0
518,5/16/2023 9:34,6081.4,326,6081,3,6082,1,1,3,0.5,6081.4854,0,0
519,5/16/2023 9:34,6081.4,326,6081,3,6081.8,1,0.8,3,0.5,6081.4385,0,0
520,5/16/2023 9:34,6081.4,326,6081,3,6081.8,1,0.8,3,0.5,6081.398,0,0
521,5/16/2023 9:34,6081.4,326,6081,3,6081.6,1,0.6,3,0.5,6081.3647,0,0
522,5/16/2023 9:34,6081,329,6080,1,6081.6,1,1.6,1,0,6081.337,0,0
523,5/16/2023 9:34,6081,329,6080.2,2,6081.6,1,1.4,2,0.333333333,6081.29,0,0
524,5/16/2023 9:34,6080.2,331,6079.8,2,6081.6,1,1.8,2,0.333333333,6081.2427,0,0
525,5/16/2023 9:34,6080.2,331,6080,2,6081.2,2,1.2,1,0,6081.1455,0,0
526,5/16/2023 9:34,6080.2,331,6080,2,6080.8,1,0.8,2,0.333333333,6081.043,0,0
527,5/16/2023 9:34,6080.2,331,6080,2,6080.8,1,0.8,2,0.333333333,6080.9365,0,0
528,5/16/2023 9:34,6080.2,331,6080.2,3,6080.8,1,0.6,3,0.5,6080.831,0,0
529,5/16/2023 9:34,6080.2,331,6080,2,6081.4,1,1.4,2,0.333333333,6080.7295,0,0
530,5/16/2023 9:34,6080,333,6079.6,1,6081.2,3,1.6,0.333333333,-0.5,6080.6333,0,0
531,5/16/2023 9:34,6078.4,337,6078,1,6081,2,3,0.5,-0.333333333,6080.5317,0,0
532,5/16/2023 9:34,6078.4,337,6079.2,2,6080.6,1,1.4,2,0.333333333,6080.3345,0,0
533,5/16/2023 9:34,6078.4,337,6078.4,5,6080.8,2,2.4,2.5,0.428571429,6080.126,0,0
534,5/16/2023 9:34,6078.4,337,6078.8,1,6080.8,2,2,0.5,-0.333333333,6079.913,0,0
535,5/16/2023 9:34,6078.4,337,6078.8,1,6080.8,2,2,0.5,-0.333333333,6079.703,0,0
536,5/16/2023 9:34,6078.4,337,6078.8,1,6080.6,3,1.8,0.333333333,-0.5,6079.501,0,0
537,5/16/2023 9:34,6078.4,337,6078.8,1,6080.4,1,1.6,1,0,6079.3115,0,0
538,5/16/2023 9:34,6078.4,337,6078.4,2,6078.8,1,0.4,2,0.333333333,6079.1367,0,0
539,5/16/2023 9:34,6078.4,337,6078.4,2,6078.8,1,0.4,2,0.333333333,6078.9775,0,0
540,5/16/2023 9:34,6078.4,337,6078.4,2,6078.8,1,0.4,2,0.333333333,6078.835,0,0
541,5/16/2023 9:34,6078.4,337,6078.2,2,6078.8,1,0.6,2,0.333333333,6078.7095,0,0
542,5/16/2023 9:34,6078.4,337,6078.4,3,6078.8,1,0.4,3,0.5,6078.6006,0,0
543,5/16/2023 9:34,6078.4,337,6078.4,3,6078.8,1,0.4,3,0.5,6078.507,0,0
544,5/16/2023 9:34,6078.4,337,6078.2,2,6078.8,1,0.6,2,0.333333333,6078.4277,0,0
545,5/16/2023 9:34,6078.4,337,6078.2,2,6078.8,1,0.6,2,0.333333333,6078.362,0,0
546,5/16/2023 9:34,6078.4,337,6078.2,2,6078.8,1,0.6,2,0.333333333,6078.309,0,0
547,5/16/2023 9:34,6078.4,337,6078.2,2,6078.8,1,0.6,2,0.333333333,6078.2666,0,0
548,5/16/2023 9:34,6078.4,337,6078.4,3,6078.8,1,0.4,3,0.5,6078.2334,0,0
549,5/16/2023 9:34,6078.4,337,6078.4,2,6078.8,1,0.4,2,0.333333333,6078.2095,0,0
550,5/16/2023 9:34,6078.4,337,6078.2,2,6078.4,1,0.2,2,0.333333333,6078.1924,0,0
551,5/16/2023 9:34,6078.2,338,6078,2,6078.4,1,0.4,2,0.333333333,6078.181,0,0
552,5/16/2023 9:34,6078.2,338,6078.2,1,6078.4,1,0.2,1,0,6078.162,0,0
553,5/16/2023 9:34,6078.4,339,6078.4,1,6078.8,1,0.4,1,0,6078.1445,0,0
554,5/16/2023 9:34,6078.4,339,6078.2,1,6078.8,1,0.6,1,0,6078.143,1,0
555,5/16/2023 9:34,6078.4,339,6078.2,1,6078.8,1,0.6,1,0,6078.1445,1,0
556,5/16/2023 9:34,6078.2,340,6078,2,6078.2,4,0.2,0.5,-0.333333333,6078.15,0,0
557,5/16/2023 9:34,6078,342,6077.2,2,6078,1,0.8,2,0.333333333,6078.1455,0,0
558,5/16/2023 9:34,6077.4,343,6077.4,2,6078,1,0.6,2,0.333333333,6078.128,0,1
559,5/16/2023 9:34,6077.4,345,6077.4,2,6078,1,0.6,2,0.333333333,6078.0693,0,1
560,5/16/2023 9:34,6077.4,345,6077.6,1,6078,1,0.4,1,0,6078.003,0,1
561,5/16/2023 9:34,6077.4,347,6077.4,1,6078.2,4,0.8,0.25,-0.6,6077.9307,0,1
