Time,LastPrice,Volume,Bid1Price,Bid1Volume,Ask1Price,Ask1Volume,FutureAvgPrice,Traded
2023-05-10 09:30:00,6083.6,14,6084.8,1,6088.4,2,6084.4400000000005,1
2023-05-10 09:30:00,6084.8,18,6084.8,1,6086.0,2,6084.34,0
2023-05-10 09:30:01,6084.8,20,6084.8,2,6085.8,1,6084.68,0
2023-05-10 09:30:01,6085.2,23,6080.2,1,6085.8,1,6084.9800000000005,0
2023-05-10 09:30:02,6084.0,26,6081.6,1,6085.4,1,6085.280000000001,1
2023-05-10 09:30:02,6085.4,28,6083.0,1,6085.2,1,6085.44,1
2023-05-10 09:30:03,6085.6,31,6083.2,1,6085.6,1,6085.4800000000005,0
2023-05-10 09:30:03,6083.2,32,6083.0,1,6084.0,1,6085.76,1
2023-05-10 09:30:04,6083.8,35,6083.4,1,6085.8,1,6085.9800000000005,1
2023-05-10 09:30:04,6083.8,35,6084.2,1,6088.2,2,6086.2,1
2023-05-10 09:30:05,6083.8,35,6085.2,2,6087.6,1,6086.68,1
2023-05-10 09:30:05,6083.8,35,6085.8,2,6087.6,1,6087.2,1
2023-05-10 09:30:06,6088.2,38,6086.2,2,6089.2,1,6087.4400000000005,0
2023-05-10 09:30:06,6088.2,38,6086.8,1,6089.0,2,6087.679999999999,0
2023-05-10 09:30:07,6087.0,39,6086.4,1,6088.8,2,6088.38,1
2023-05-10 09:30:07,6087.0,39,6086.4,1,6088.6,2,6089.08,1
2023-05-10 09:30:08,6086.0,41,6085.8,1,6088.4,2,6089.88,1
2023-05-10 09:30:08,6086.0,41,6086.0,1,6088.2,3,6090.52,1
2023-05-10 09:30:09,6086.0,41,6086.2,2,6088.2,1,6091.16,1
2023-05-10 09:30:09,6086.0,41,6087.4,1,6088.2,1,6091.820000000001,1
2023-05-10 09:30:10,6088.6,42,6085.8,1,6088.8,2,6092.219999999999,1
2023-05-10 09:30:10,6089.0,45,6087.6,1,6090.6,1,6092.62,1
2023-05-10 09:30:11,6090.6,47,6088.0,2,6095.6,1,6093.12,1
2023-05-10 09:30:11,6090.6,47,6090.2,2,6091.8,1,6093.56,1
2023-05-10 09:30:12,6094.0,51,6090.4,2,6094.8,1,6093.660000000001,0
2023-05-10 09:30:12,6094.0,51,6094.8,1,6095.6,1,6093.76,0
2023-05-10 09:30:13,6094.0,52,6091.8,2,6094.8,2,6093.860000000001,0
2023-05-10 09:30:13,6092.4,54,6092.4,1,6094.6,1,6094.1,1
2023-05-10 09:30:14,6092.4,54,6092.6,3,6094.6,1,6094.26,1
2023-05-10 09:30:14,6092.6,56,6092.6,2,6095.6,1,6094.56,1
2023-05-10 09:30:15,6092.6,58,6093.0,2,6094.8,1,6094.52,1
2023-05-10 09:30:15,6093.0,60,6093.2,2,6095.4,3,6094.320000000001,1
2023-05-10 09:30:16,6095.6,64,6093.4,1,6095.0,2,6093.820000000001,0
2023-05-10 09:30:16,6095.0,69,6093.6,3,6095.4,2,6093.06,0
2023-05-10 09:30:17,6095.0,69,6093.8,2,6096.0,1,6092.5,0
2023-05-10 09:30:17,6095.0,69,6094.6,2,6099.8,1,6091.7,0
2023-05-10 09:30:18,6095.0,70,6095.2,1,6097.6,1,6090.9,0
2023-05-10 09:30:18,6094.8,71,6095.4,2,6096.6,1,6090.34,0
2023-05-10 09:30:19,6094.0,81,6095.6,2,6096.2,1,6090.02,0
2023-05-10 09:30:19,6095.6,86,6092.2,1,6095.8,1,6089.54,0
2023-05-10 09:30:20,6092.2,89,6091.8,1,6094.6,1,6089.4,0
2023-05-10 09:30:20,6091.0,94,6090.6,1,6091.4,1,6089.379999999999,0
2023-05-10 09:30:21,6090.6,96,6084.8,1,6091.0,2,6089.4,0
2023-05-10 09:30:21,6087.4,97,6086.6,1,6089.6,2,6089.74,1
2023-05-10 09:30:22,6089.4,98,6086.8,1,6089.4,2,6089.94,1
2023-05-10 09:30:22,6087.0,100,6087.0,1,6089.2,2,6090.379999999999,1
2023-05-10 09:30:23,6087.0,100,6087.4,1,6089.2,2,6090.820000000001,1
2023-05-10 09:30:23,6089.2,101,6089.4,1,6090.8,1,6091.04,1
2023-05-10 09:30:24,6090.8,103,6089.6,2,6091.2,1,6091.1,1
2023-05-10 09:30:24,6090.8,103,6090.4,1,6093.6,1,6091.16,1
2023-05-10 09:30:25,6090.8,103,6090.8,1,6092.8,1,6091.219999999999,1
2023-05-10 09:30:25,6090.8,104,6091.0,3,6092.8,1,6091.26,1
2023-05-10 09:30:26,6090.8,104,6091.2,1,6093.4,1,6091.36,1
2023-05-10 09:30:26,6090.8,104,6091.4,3,6093.2,1,6091.459999999999,1
2023-05-10 09:30:27,6091.4,106,6091.4,1,6093.2,1,6091.4400000000005,1
2023-05-10 09:30:27,6091.4,107,6091.0,1,6092.6,1,6091.42,1
2023-05-10 09:30:28,6091.4,107,6089.4,1,6092.0,1,6091.4,0
2023-05-10 09:30:28,6091.4,107,6089.6,1,6091.6,1,6091.24,0
2023-05-10 09:30:29,6091.4,107,6089.6,1,6091.4,2,6091.08,0
2023-05-10 09:30:29,6091.4,107,6089.8,1,6091.0,2,6090.92,0
2023-05-10 09:30:30,6091.4,107,6089.8,1,6091.2,1,6090.76,0
2023-05-10 09:30:30,6091.2,108,6090.6,1,6091.6,1,6090.860000000001,0
2023-05-10 09:30:31,6091.8,110,6089.8,1,6092.0,1,6090.9,0
2023-05-10 09:30:31,6091.8,110,6091.2,1,6092.0,1,6091.1,0
2023-05-10 09:30:32,6091.2,111,6089.8,1,6090.8,1,6091.36,1
2023-05-10 09:30:32,6091.2,111,6089.8,1,6090.8,1,6091.620000000001,1
2023-05-10 09:30:33,6091.2,112,6089.6,1,6094.0,1,6091.78,1
2023-05-10 09:30:33,6089.8,113,6089.6,1,6092.4,3,6092.0,1
2023-05-10 09:30:34,6089.8,113,6089.6,1,6092.2,4,6092.219999999999,1
2023-05-10 09:30:34,6089.8,113,6090.8,1,6092.0,2,6092.6,1
2023-05-10 09:30:35,6089.8,113,6090.8,1,6091.8,1,6092.7,1
2023-05-10 09:30:35,6092.2,117,6091.8,1,6093.8,2,6092.56,1
2023-05-10 09:30:36,6092.2,117,6092.8,1,6093.8,2,6092.4800000000005,1
2023-05-10 09:30:36,6093.8,118,6092.8,1,6094.6,2,6092.24,0
2023-05-10 09:30:37,6093.8,118,6092.8,2,6094.4,4,6092.0,0
2023-05-10 09:30:37,6093.8,118,6092.8,2,6094.2,1,6091.66,0
2023-05-10 09:30:38,6092.8,120,6092.8,1,6094.0,2,6091.52,0
2023-05-10 09:30:38,6092.0,122,6091.2,2,6093.8,4,6091.46,0
2023-05-10 09:30:39,6092.0,122,6090.8,1,6093.6,3,6091.36,0
2023-05-10 09:30:39,6093.6,129,6090.8,1,6093.4,1,6091.099999999999,0
2023-05-10 09:30:40,6090.8,130,6089.6,1,6092.8,1,6091.12,1
2023-05-10 09:30:40,6090.8,130,6089.6,1,6091.8,1,6091.06,1
2023-05-10 09:30:41,6091.4,132,6089.6,1,6091.4,1,6090.94,0
2023-05-10 09:30:41,6091.4,132,6089.6,1,6091.2,2,6090.82,0
2023-05-10 09:30:42,6091.4,134,6089.6,1,6091.6,1,6090.7,0
2023-05-10 09:30:42,6090.4,138,6090.0,1,6091.4,1,6090.679999999999,1
2023-05-10 09:30:43,6091.4,139,6090.8,2,6092.8,1,6090.56,0
2023-05-10 09:30:43,6091.4,139,6091.0,2,6092.8,1,6090.4400000000005,0
2023-05-10 09:30:44,6091.0,140,6091.0,1,6093.6,1,6090.46,0
2023-05-10 09:30:44,6091.0,140,6091.0,1,6091.8,1,6090.4800000000005,0
2023-05-10 09:30:45,6091.0,140,6091.0,1,6091.2,1,6090.5,0
2023-05-10 09:30:45,6090.2,142,6090.0,2,6092.4,1,6090.6,1
2023-05-10 09:30:46,6090.2,142,6090.0,2,6091.2,1,6090.7,1
2023-05-10 09:30:46,6090.2,142,6090.4,1,6092.2,1,6090.8,1
2023-05-10 09:30:47,6090.2,142,6090.8,1,6092.2,1,6090.9,1
2023-05-10 09:30:47,6090.2,142,6092.4,1,6093.8,2,6091.0,1
2023-05-10 09:30:48,6090.2,142,6092.4,1,6093.4,1,6091.02,1
2023-05-10 09:30:48,6090.2,142,6092.4,1,6093.2,2,6091.12,1
2023-05-10 09:30:49,6091.2,144,6091.0,2,6093.6,1,6091.12,0
2023-05-10 09:30:49,6091.2,144,6091.6,2,6093.6,1,6091.12,0
2023-05-10 09:30:50,6091.2,145,6091.8,2,6093.4,1,6091.14,0
2023-05-10 09:30:50,6091.2,146,6091.6,1,6093.6,1,6091.159999999999,0
2023-05-10 09:30:51,6091.2,147,6091.2,1,6093.2,3,6091.2,0
2023-05-10 09:30:51,6091.2,148,6091.0,1,6091.2,1,6091.24,1
2023-05-10 09:30:52,6091.2,150,6090.2,1,6093.0,4,6091.28,1
2023-05-10 09:30:52,6091.2,150,6090.4,1,6091.8,1,6091.34,1
2023-05-10 09:30:53,6090.4,151,6090.2,1,6091.4,1,6091.48,1
2023-05-10 09:30:53,6091.2,153,6090.2,1,6092.6,1,6091.54,1
2023-05-10 09:30:54,6091.2,153,6090.8,1,6092.4,1,6091.6,1
2023-05-10 09:30:54,6091.2,153,6091.4,1,6092.2,2,6091.5,1
2023-05-10 09:30:55,6091.4,154,6090.8,1,6092.2,2,6091.36,0
2023-05-10 09:30:55,6091.4,154,6091.6,1,6092.2,2,6091.22,0
2023-05-10 09:30:56,6091.6,155,6090.4,1,6091.8,2,6091.02,0
2023-05-10 09:30:56,6091.6,155,6090.2,1,6091.6,1,6090.86,0
2023-05-10 09:30:57,6091.6,155,6090.2,1,6091.8,1,6090.7,0
2023-05-10 09:30:57,6091.8,156,6090.2,1,6091.8,1,6090.52,0
2023-05-10 09:30:58,6091.8,156,6090.4,1,6091.0,1,6090.34,0
2023-05-10 09:30:58,6091.8,156,6090.4,1,6091.0,1,6090.02,0
2023-05-10 09:30:59,6091.8,156,6090.2,1,6091.0,1,6089.7,0
2023-05-10 09:30:59,6090.2,157,6090.0,1,6091.0,1,6089.52,0
2023-05-10 09:31:00,6090.0,158,6089.6,1,6090.8,2,6089.52,0
2023-05-10 09:31:00,6090.0,158,6089.6,1,6090.2,1,6089.52,0
2023-05-10 09:31:01,6089.6,159,6089.2,1,6090.2,1,6089.4,0
2023-05-10 09:31:01,6090.0,161,6087.4,1,6090.2,1,6089.160000000001,0
2023-05-10 09:31:02,6090.0,161,6088.4,1,6090.0,1,6088.9,0
2023-05-10 09:31:02,6090.0,161,6088.0,1,6089.8,1,6088.54,0
2023-05-10 09:31:03,6090.0,161,6088.4,2,6089.6,2,6088.16,0
2023-05-10 09:31:03,6088.6,164,6088.4,3,6090.2,1,6087.84,0
2023-05-10 09:31:04,6088.6,165,6088.4,3,6090.2,1,6087.52,0
2023-05-10 09:31:04,6088.4,166,6088.0,1,6088.4,1,6087.26,0
2023-05-10 09:31:05,6090.0,168,6088.4,1,6090.6,1,6086.84,0
2023-05-10 09:31:05,6090.0,168,6088.4,1,6090.2,2,6086.08,0
2023-05-10 09:31:06,6088.4,169,6087.4,1,6088.4,3,6085.56,0
2023-05-10 09:31:06,6087.6,170,6086.2,1,6087.2,1,6085.120000000001,0
2023-05-10 09:31:07,6087.4,172,6088.6,2,6089.8,1,6084.7,0
2023-05-10 09:31:07,6086.4,175,6083.8,1,6086.2,1,6084.379999999999,0
2023-05-10 09:31:08,6086.2,180,6085.0,1,6089.2,1,6084.08,0
2023-05-10 09:31:08,6085.4,181,6084.0,1,6087.6,1,6083.9400000000005,0
2023-05-10 09:31:09,6085.4,181,6081.2,1,6086.6,1,6083.6,0
2023-05-10 09:31:09,6085.8,182,6082.6,1,6085.8,1,6083.48,0
2023-05-10 09:31:10,6085.8,182,6083.2,1,6084.0,2,6083.42,0
