Time,LastPrice,Volume,Bid1Price,Bid1Volume,Ask1Price,Ask1Volume
2023-05-18 10:06:27,6088.6,1407,6087.6,2,6089.4,1
2023-05-18 10:06:28,6088.6,1407,6087.6,2,6089.4,1
2023-05-18 10:06:29,6088.6,1407,6087.8,1,6089.4,1
2023-05-18 10:06:31,6088.6,1407,6087.8,1,6089.4,1
2023-05-18 10:06:32,6088.6,1407,6087.6,1,6089.2,4
2023-05-18 10:06:32,6088.6,1407,6087.4,1,6089.0,1
2023-05-18 10:06:33,6088.6,1407,6087.0,2,6088.0,1
2023-05-18 10:06:33,6088.6,1407,6087.0,2,6088.8,4
2023-05-18 10:06:34,6088.6,1407,6087.0,2,6088.4,1
2023-05-18 10:06:35,6088.6,1407,6087.0,2,6088.2,3
2023-05-18 10:06:35,6086.0,1408,6085.4,8,6088.0,2
2023-05-18 10:06:36,6086.0,1408,6086.0,2,6087.6,1
2023-05-18 10:06:36,6086.0,1408,6086.0,2,6087.8,1
2023-05-18 10:06:37,6086.0,1408,6086.4,1,6087.6,2
2023-05-18 10:06:37,6086.0,1408,6085.4,8,6087.2,1
2023-05-18 10:06:38,6086.0,1408,6085.4,8,6086.8,1
2023-05-18 10:06:38,6086.0,1408,6085.4,8,6086.6,1
2023-05-18 10:06:39,6086.0,1408,6085.6,3,6086.6,1
2023-05-18 10:06:39,6086.0,1408,6085.8,1,6087.0,2
2023-05-18 10:06:40,6086.0,1408,6085.6,2,6087.0,2
2023-05-18 10:06:40,6086.0,1408,6086.0,1,6087.0,2
2023-05-18 10:06:41,6086.0,1408,6085.6,2,6087.0,2
2023-05-18 10:06:41,6086.0,1408,6085.6,2,6086.8,1
2023-05-18 10:06:42,6086.0,1408,6085.6,1,6087.0,2
2023-05-18 10:06:43,6086.0,1408,6085.4,8,6087.0,2
2023-05-18 10:06:43,6086.0,1408,6085.6,1,6087.0,2
2023-05-18 10:06:45,6086.0,1408,6085.4,8,6087.0,2
2023-05-18 10:06:45,6086.0,1408,6085.8,1,6087.0,2
2023-05-18 10:06:46,6086.0,1408,6085.8,1,6087.0,2
2023-05-18 10:06:47,6086.0,1408,6085.8,1,6087.0,2
2023-05-18 10:06:47,6086.0,1408,6085.8,1,6087.0,2
2023-05-18 10:06:48,6085.8,1410,6085.6,1,6087.0,1
2023-05-18 10:06:48,6087.0,1411,6086.0,1,6087.4,1
2023-05-18 10:06:49,6087.0,1411,6086.0,1,6087.6,3
2023-05-18 10:06:49,6087.0,1411,6086.0,1,6087.6,3
2023-05-18 10:06:50,6087.0,1411,6086.0,1,6087.4,1
2023-05-18 10:06:51,6087.0,1411,6085.6,1,6087.4,1
2023-05-18 10:06:52,6087.0,1411,6085.6,1,6087.0,1
2023-05-18 10:06:52,6087.0,1411,6085.4,8,6086.8,1
2023-05-18 10:06:53,6087.0,1411,6085.4,8,6086.8,1
2023-05-18 10:06:54,6087.0,1411,6085.4,8,6086.8,1
2023-05-18 10:06:54,6087.0,1411,6085.4,8,6087.2,1
2023-05-18 10:06:55,6087.0,1411,6085.4,8,6087.6,3
2023-05-18 10:06:55,6087.0,1411,6086.0,1,6086.8,1
2023-05-18 10:06:56,6085.4,1417,6085.4,3,6086.0,1
2023-05-18 10:06:56,6085.0,1421,6085.6,1,6085.8,4
2023-05-18 10:06:57,6085.6,1422,6083.0,2,6085.4,2
2023-05-18 10:06:57,6085.6,1422,6083.8,1,6085.4,1
2023-05-18 10:06:58,6085.6,1422,6083.8,1,6085.6,1
2023-05-18 10:06:58,6085.6,1422,6083.8,1,6085.6,1
2023-05-18 10:06:59,6085.6,1422,6084.0,1,6085.6,1
2023-05-18 10:06:59,6085.6,1422,6084.4,1,6085.8,2
2023-05-18 10:07:00,6085.6,1422,6084.6,2,6085.8,2
2023-05-18 10:07:00,6085.6,1422,6085.0,1,6086.6,1
2023-05-18 10:07:01,6085.6,1422,6085.0,1,6086.4,2
2023-05-18 10:07:01,6085.6,1422,6083.8,1,6085.6,1
2023-05-18 10:07:02,6085.6,1422,6084.2,1,6086.2,1
2023-05-18 10:07:02,6085.6,1422,6084.2,1,6086.2,1
2023-05-18 10:07:03,6085.6,1422,6084.4,2,6086.4,1
2023-05-18 10:07:03,6085.6,1422,6084.6,1,6086.4,1
2023-05-18 10:07:04,6085.6,1422,6084.4,1,6086.4,1
2023-05-18 10:07:04,6085.6,1422,6084.4,1,6086.0,1
2023-05-18 10:07:05,6085.6,1422,6084.4,1,6086.0,1
2023-05-18 10:07:05,6085.6,1422,6084.0,1,6085.8,2
2023-05-18 10:07:06,6085.6,1422,6084.0,1,6085.6,3
2023-05-18 10:07:06,6085.6,1422,6084.0,1,6085.4,1
2023-05-18 10:07:07,6085.6,1422,6084.0,1,6085.0,1
2023-05-18 10:07:07,6085.6,1422,6084.0,1,6085.6,2
2023-05-18 10:07:08,6085.6,1422,6084.2,1,6085.6,3
2023-05-18 10:07:09,6085.6,1422,6084.2,1,6085.4,1
2023-05-18 10:07:09,6085.6,1422,6084.0,1,6085.2,1
2023-05-18 10:07:11,6085.6,1422,6083.6,1,6085.2,1
2023-05-18 10:07:11,6085.6,1422,6083.8,1,6085.4,1
2023-05-18 10:07:12,6085.6,1422,6083.8,1,6085.2,1
2023-05-18 10:07:12,6085.6,1422,6084.0,1,6085.2,1
2023-05-18 10:07:13,6085.6,1422,6083.2,1,6085.2,1
2023-05-18 10:07:14,6085.6,1422,6083.0,2,6084.8,1
2023-05-18 10:07:14,6085.6,1422,6083.0,2,6084.4,1
2023-05-18 10:07:15,6085.6,1422,6083.2,1,6084.0,1
2023-05-18 10:07:15,6085.6,1422,6083.2,1,6084.0,1
2023-05-18 10:07:16,6085.6,1422,6083.2,1,6084.2,2
2023-05-18 10:07:18,6083.2,1423,6083.0,2,6084.0,3
2023-05-18 10:07:18,6083.0,1425,6081.0,2,6082.8,1
2023-05-18 10:07:19,6082.8,1426,6082.0,1,6083.6,1
2023-05-18 10:07:19,6082.8,1426,6082.0,1,6083.6,1
2023-05-18 10:07:20,6082.8,1426,6082.2,1,6083.6,1
2023-05-18 10:07:20,6082.8,1426,6082.2,1,6083.6,1
2023-05-18 10:07:22,6082.8,1426,6082.2,1,6083.8,2
2023-05-18 10:07:23,6083.8,1428,6082.4,2,6084.4,1
2023-05-18 10:07:23,6083.8,1428,6082.6,2,6083.6,2
2023-05-18 10:07:24,6083.8,1428,6082.6,1,6083.6,2
2023-05-18 10:07:24,6083.8,1428,6082.8,1,6083.6,2
2023-05-18 10:07:25,6083.6,1429,6083.0,1,6083.6,1
2023-05-18 10:07:25,6083.6,1429,6083.0,1,6085.0,1
2023-05-18 10:07:26,6083.6,1429,6082.4,1,6084.2,1
2023-05-18 10:07:26,6083.6,1429,6082.4,1,6084.0,2
2023-05-18 10:07:27,6083.6,1429,6081.8,2,6084.0,2
2023-05-18 10:07:27,6083.6,1429,6082.2,1,6083.6,1
2023-05-18 10:07:28,6083.6,1429,6082.2,1,6084.0,2
2023-05-18 10:07:28,6083.6,1429,6082.4,2,6084.0,2
2023-05-18 10:07:30,6083.6,1429,6082.4,2,6084.0,2
2023-05-18 10:07:31,6083.6,1429,6082.4,2,6084.0,1
2023-05-18 10:07:32,6083.6,1429,6082.6,1,6084.8,5
2023-05-18 10:07:32,6083.6,1429,6082.4,1,6084.4,1
2023-05-18 10:07:33,6083.6,1429,6082.4,1,6084.2,1
2023-05-18 10:07:33,6083.6,1429,6082.4,1,6084.0,1
2023-05-18 10:07:34,6082.4,1430,6081.8,2,6084.0,1
2023-05-18 10:07:34,6082.4,1430,6082.0,2,6083.6,1
2023-05-18 10:07:35,6082.4,1430,6082.0,2,6084.0,1
2023-05-18 10:07:36,6082.4,1430,6082.0,2,6084.0,1
2023-05-18 10:07:36,6082.4,1430,6082.0,2,6084.0,1
2023-05-18 10:07:37,6082.4,1430,6082.0,2,6083.8,1
2023-05-18 10:07:38,6082.4,1430,6082.0,1,6083.6,1
2023-05-18 10:07:38,6082.4,1430,6082.0,1,6083.8,1
2023-05-18 10:07:39,6082.4,1430,6082.2,2,6084.0,1
2023-05-18 10:07:40,6082.4,1430,6082.2,1,6084.0,1
2023-05-18 10:07:41,6082.4,1430,6082.4,1,6084.0,1
2023-05-18 10:07:42,6082.4,1430,6082.4,1,6083.8,1
2023-05-18 10:07:42,6082.4,1430,6082.0,1,6083.8,1
2023-05-18 10:07:43,6082.4,1430,6082.0,1,6083.8,1
2023-05-18 10:07:43,6082.4,1430,6082.0,1,6083.6,1
2023-05-18 10:07:46,6082.4,1430,6082.0,1,6083.6,1
2023-05-18 10:07:47,6082.4,1430,6082.0,1,6083.8,1
2023-05-18 10:07:48,6082.4,1430,6082.0,1,6083.6,1
2023-05-18 10:07:48,6082.4,1430,6082.0,1,6083.4,2
2023-05-18 10:07:49,6082.4,1430,6082.0,1,6083.4,1
2023-05-18 10:07:49,6082.4,1430,6082.0,1,6083.4,3
2023-05-18 10:07:50,6082.4,1430,6082.0,1,6083.2,3
2023-05-18 10:07:50,6082.4,1430,6081.2,1,6081.8,1
2023-05-18 10:07:51,6081.4,1432,6081.2,1,6083.0,1
2023-05-18 10:07:51,6081.4,1432,6081.4,1,6082.8,6
2023-05-18 10:07:52,6081.4,1432,6081.4,1,6082.6,2
2023-05-18 10:07:53,6081.4,1432,6081.4,1,6082.6,3
2023-05-18 10:07:53,6081.4,1432,6081.4,1,6082.6,2
2023-05-18 10:07:54,6081.4,1432,6081.6,1,6082.6,2
2023-05-18 10:07:55,6081.4,1432,6081.4,1,6082.6,1
2023-05-18 10:08:00,6081.4,1432,6081.4,1,6082.4,1
2023-05-18 10:08:01,6081.4,1433,6081.0,1,6082.4,1
2023-05-18 10:08:01,6081.4,1433,6081.0,1,6082.2,1
2023-05-18 10:08:02,6081.4,1433,6081.0,1,6082.2,1
2023-05-18 10:08:02,6081.4,1433,6081.2,1,6082.6,1
2023-05-18 10:08:05,6081.4,1433,6081.2,1,6082.4,2
2023-05-18 10:08:05,6081.4,1433,6081.0,1,6082.0,5
2023-05-18 10:08:06,6081.4,1433,6081.0,1,6082.0,5
2023-05-18 10:08:06,6081.4,1433,6081.0,1,6082.0,5
2023-05-18 10:08:07,6081.4,1433,6081.0,1,6082.0,5
2023-05-18 10:08:08,6081.4,1433,6081.0,1,6082.0,5
2023-05-18 10:08:09,6081.4,1433,6081.0,1,6081.8,1
2023-05-18 10:08:10,6081.0,1434,6080.8,4,6081.8,1
2023-05-18 10:08:11,6080.8,1437,6080.8,1,6081.8,1
2023-05-18 10:08:11,6081.6,1438,6080.8,1,6081.6,2
2023-05-18 10:08:12,6080.8,1439,6080.0,5,6081.6,2
2023-05-18 10:08:13,6080.8,1439,6080.0,5,6081.6,1
2023-05-18 10:08:13,6080.8,1439,6080.2,1,6081.6,1
2023-05-18 10:08:14,6080.8,1439,6080.2,1,6081.8,1
2023-05-18 10:08:15,6080.8,1439,6080.4,2,6082.0,5
2023-05-18 10:08:15,6080.8,1439,6080.6,1,6082.0,5
2023-05-18 10:08:16,6080.8,1439,6080.6,1,6081.8,1
2023-05-18 10:08:17,6080.8,1439,6080.4,3,6082.0,5
2023-05-18 10:08:19,6082.0,1440,6080.6,3,6082.0,4
2023-05-18 10:08:20,6080.6,1445,6080.6,2,6082.8,3
2023-05-18 10:08:20,6080.6,1445,6081.4,2,6082.8,2
2023-05-18 10:08:21,6080.6,1445,6081.8,1,6082.8,2
2023-05-18 10:08:21,6080.6,1445,6081.6,2,6084.2,1
2023-05-18 10:08:22,6080.6,1445,6081.6,1,6083.0,1
2023-05-18 10:08:22,6080.6,1445,6081.0,1,6082.8,1
2023-05-18 10:08:23,6080.6,1445,6081.0,1,6082.6,1
2023-05-18 10:08:23,6080.6,1445,6081.0,1,6082.6,1
2023-05-18 10:08:24,6080.6,1445,6081.2,1,6082.4,2
2023-05-18 10:08:25,6080.6,1445,6081.4,1,6082.4,2
2023-05-18 10:08:26,6082.4,1447,6081.2,1,6082.4,2
2023-05-18 10:08:26,6082.4,1447,6081.4,2,6082.4,2
2023-05-18 10:08:27,6082.4,1449,6081.4,2,6083.0,1
2023-05-18 10:08:27,6082.4,1449,6081.4,2,6082.8,2
2023-05-18 10:08:28,6082.4,1449,6081.4,1,6082.8,2
2023-05-18 10:08:29,6082.8,1450,6081.4,1,6082.8,1
2023-05-18 10:08:30,6082.8,1450,6081.4,1,6082.8,1
2023-05-18 10:08:31,6082.8,1450,6081.6,1,6082.8,1
2023-05-18 10:08:31,6082.8,1451,6082.0,1,6084.0,1
2023-05-18 10:08:32,6082.8,1451,6082.4,1,6083.6,1
2023-05-18 10:08:32,6082.8,1451,6082.0,1,6084.0,1
2023-05-18 10:08:33,6082.8,1451,6082.4,2,6083.8,1
2023-05-18 10:08:33,6082.8,1451,6082.4,2,6083.6,1
2023-05-18 10:08:34,6082.8,1451,6082.0,1,6083.6,1
2023-05-18 10:08:34,6082.8,1451,6082.0,1,6083.4,1
2023-05-18 10:08:35,6082.8,1451,6080.8,2,6083.4,1
2023-05-18 10:08:35,6082.8,1451,6081.4,2,6083.4,3
2023-05-18 10:08:36,6082.8,1451,6081.6,1,6083.4,3
2023-05-18 10:08:36,6082.8,1451,6082.2,1,6083.4,2
2023-05-18 10:08:37,6083.4,1452,6082.2,1,6083.4,1
2023-05-18 10:08:37,6083.4,1452,6082.4,1,6083.4,1
2023-05-18 10:08:38,6083.4,1452,6082.4,1,6083.4,1
2023-05-18 10:08:38,6083.4,1453,6082.6,1,6085.2,1
2023-05-18 10:08:39,6083.4,1453,6082.8,1,6084.4,1
2023-05-18 10:08:39,6083.4,1453,6083.0,1,6084.4,1
2023-05-18 10:08:40,6083.4,1453,6082.4,1,6084.2,1
2023-05-18 10:08:48,6083.4,1453,6083.4,1,6084.2,1
2023-05-18 10:08:48,6083.4,1453,6082.6,1,6084.2,1
2023-05-18 10:08:49,6083.4,1453,6082.6,1,6084.2,1
2023-05-18 10:08:49,6083.4,1453,6082.6,1,6084.2,1
2023-05-18 10:08:50,6083.4,1453,6082.6,1,6084.0,2
2023-05-18 10:08:50,6083.4,1453,6082.6,1,6084.0,1
2023-05-18 10:08:51,6083.4,1453,6082.6,1,6084.4,1
2023-05-18 10:08:51,6083.4,1453,6082.6,1,6084.2,2
2023-05-18 10:08:52,6083.4,1453,6082.6,1,6084.2,2
2023-05-18 10:08:53,6083.4,1453,6082.6,1,6084.0,1
2023-05-18 10:08:54,6083.4,1453,6082.6,1,6083.6,1
2023-05-18 10:08:54,6082.6,1455,6081.0,1,6083.4,1
2023-05-18 10:08:55,6081.2,1458,6081.2,2,6083.2,2
2023-05-18 10:08:55,6081.2,1458,6081.2,1,6082.6,1
2023-05-18 10:08:56,6081.2,1458,6081.2,1,6082.4,2
2023-05-18 10:08:56,6081.2,1458,6081.2,1,6082.4,1
2023-05-18 10:08:57,6081.2,1458,6081.2,1,6082.4,1
2023-05-18 10:08:58,6081.2,1458,6081.2,1,6082.4,1
2023-05-18 10:08:59,6081.2,1458,6081.2,1,6082.6,1
2023-05-18 10:09:00,6081.2,1459,6081.2,1,6082.4,2
2023-05-18 10:09:00,6081.2,1459,6081.2,1,6082.0,1
2023-05-18 10:09:01,6081.2,1459,6081.2,1,6082.0,1
2023-05-18 10:09:01,6081.2,1459,6081.2,1,6081.8,2
2023-05-18 10:09:02,6081.2,1459,6081.6,1,6081.8,2
2023-05-18 10:09:02,6081.8,1461,6081.2,1,6082.6,1
2023-05-18 10:09:03,6081.8,1461,6081.4,2,6082.8,1
2023-05-18 10:09:03,6081.8,1461,6081.4,2,6082.4,2
2023-05-18 10:09:04,6081.8,1461,6081.4,2,6082.4,2
2023-05-18 10:09:05,6081.8,1461,6081.2,1,6082.4,2
2023-05-18 10:09:06,6081.2,1462,6080.0,5,6082.4,2
2023-05-18 10:09:06,6081.2,1462,6080.6,1,6082.4,2
2023-05-18 10:09:07,6081.2,1462,6080.6,1,6082.4,2
2023-05-18 10:09:07,6081.2,1462,6080.8,1,6082.2,1
2023-05-18 10:09:08,6081.2,1462,6081.0,5,6082.0,1
2023-05-18 10:09:09,6081.2,1462,6081.0,5,6082.2,1
2023-05-18 10:09:09,6081.2,1462,6081.0,5,6082.2,1
2023-05-18 10:09:10,6081.0,1463,6081.0,4,6082.2,1
2023-05-18 10:09:11,6081.0,1463,6081.0,4,6082.4,2
2023-05-18 10:09:11,6081.0,1463,6081.0,4,6082.4,2
2023-05-18 10:09:12,6081.0,1463,6081.2,1,6082.4,2
2023-05-18 10:09:16,6081.0,1463,6081.2,1,6082.4,2
2023-05-18 10:09:17,6082.4,1465,6081.4,2,6083.0,1
2023-05-18 10:09:17,6082.4,1465,6081.6,1,6083.2,2
2023-05-18 10:09:18,6082.4,1465,6081.8,3,6083.2,2
2023-05-18 10:09:19,6082.4,1465,6081.8,3,6083.2,2
2023-05-18 10:09:20,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:20,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:21,6082.4,1465,6081.8,1,6083.0,1
2023-05-18 10:09:22,6082.4,1465,6081.8,1,6082.8,1
2023-05-18 10:09:22,6082.4,1465,6081.8,1,6083.0,1
2023-05-18 10:09:23,6082.4,1465,6081.8,1,6082.8,1
2023-05-18 10:09:23,6082.4,1465,6081.8,1,6083.0,1
2023-05-18 10:09:24,6082.4,1465,6081.8,1,6083.0,1
2023-05-18 10:09:25,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:27,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:28,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:35,6082.4,1465,6081.8,1,6083.2,2
2023-05-18 10:09:36,6082.4,1465,6082.0,1,6083.2,2
2023-05-18 10:09:36,6083.4,1468,6082.0,1,6084.0,1
2023-05-18 10:09:37,6083.4,1468,6082.2,1,6083.8,1
2023-05-18 10:09:37,6083.4,1468,6082.6,2,6084.0,3
2023-05-18 10:09:38,6083.4,1468,6082.8,2,6084.0,3
2023-05-18 10:09:38,6084.0,1469,6083.0,1,6084.0,2
2023-05-18 10:09:39,6084.2,1472,6083.4,1,6086.2,1
2023-05-18 10:09:39,6084.2,1472,6083.8,1,6086.0,4
2023-05-18 10:09:40,6084.2,1472,6083.0,3,6085.6,2
2023-05-18 10:09:40,6084.2,1472,6083.6,1,6085.4,1
2023-05-18 10:09:41,6084.2,1472,6083.0,1,6085.0,1
2023-05-18 10:09:41,6084.2,1472,6083.0,1,6084.8,1
2023-05-18 10:09:42,6084.2,1472,6083.0,1,6084.4,1
2023-05-18 10:09:42,6084.2,1472,6083.0,1,6084.4,1
